ID,courseID,SemClassNumber,SemType,SemDays,SemStartTime,SemEndTime,SemLocation,SemInstructor,LabClassNumber,LabType,LabDays,LabStartTime,LabEndTime,LabLocation,LabInstructor
281,142,4377,,1,SEM,SEM,<c.location object at 0x10aa145c0>,<c.teacher object at 0x10aa145f8>,5982,,1,LAB,LAB,<c.location object at 0x10aa146d8>,<c.teacher object at 0x10aa14710>
282,143,6637,,1,SEM,SEM,<c.location object at 0x10aa148d0>,<c.teacher object at 0x10aa14908>,6638,,1,LAB,LAB,<c.location object at 0x10aa149e8>,<c.teacher object at 0x10aa14a20>
283,143,10981,,1,SEM,SEM,<c.location object at 0x10aa14b38>,<c.teacher object at 0x10aa14b70>,10982,,1,LAB,LAB,<c.location object at 0x10aa14c50>,<c.teacher object at 0x10aa14c88>
284,144,6639,,1,SEM,SEM,<c.location object at 0x10aa14dd8>,<c.teacher object at 0x10aa14e10>,6640,,1,LAB,LAB,<c.location object at 0x10aa14ef0>,<c.teacher object at 0x10aa14f28>
285,144,10979,,1,SEM,SEM,<c.location object at 0x10aa16080>,<c.teacher object at 0x10aa160b8>,10980,,1,LAB,LAB,<c.location object at 0x10aa16198>,<c.teacher object at 0x10aa161d0>
286,144,7563,,1,SEM,SEM,<c.location object at 0x10aa162e8>,<c.teacher object at 0x10aa16320>,7564,,1,LAB,LAB,<c.location object at 0x10aa16400>,<c.teacher object at 0x10aa16438>
287,144,8570,,1,SEM,SEM,<c.location object at 0x10aa16550>,<c.teacher object at 0x10aa16588>,8571,,1,LAB,LAB,<c.location object at 0x10aa16668>,<c.teacher object at 0x10aa166a0>
288,144,8572,,1,SEM,SEM,<c.location object at 0x10aa167b8>,<c.teacher object at 0x10aa167f0>,8573,,1,LAB,LAB,<c.location object at 0x10aa168d0>,<c.teacher object at 0x10aa16908>
289,145,6849,,1,SEM,SEM,<c.location object at 0x10aa169b0>,<c.teacher object at 0x10aa169e8>,,,,,,,
290,146,7928,,1,SUP,SUP,<c.location object at 0x10aa16b70>,<c.teacher object at 0x10aa16ba8>,,,,,,,
291,146,8859,,"1,3",SUP,SUP,<c.location object at 0x10aa16cf8>,<c.teacher object at 0x10aa16d30>,,,,,,,
292,146,9194,,"1,3",SUP,SUP,<c.location object at 0x10aa16e80>,<c.teacher object at 0x10aa16eb8>,,,,,,,
293,146,10745,,"1,3",SUP,SUP,<c.location object at 0x10aa18048>,<c.teacher object at 0x10aa18080>,,,,,,,
294,147,4345,,1,SEM,SEM,<c.location object at 0x10aa181d0>,<c.teacher object at 0x10aa18208>,,,,,,,
295,148,6651,,1,SEM,SEM,<c.location object at 0x10aa18400>,<c.teacher object at 0x10aa18438>,7608,,1,LAB,LAB,<c.location object at 0x10aa18518>,<c.teacher object at 0x10aa18550>
296,149,11441,,1,SEM,SEM,<c.location object at 0x10aa186a0>,<c.teacher object at 0x10aa186d8>,11442,,1,LAB,LAB,<c.location object at 0x10aa187b8>,<c.teacher object at 0x10aa187f0>
297,150,8332,,1,SEM,SEM,<c.location object at 0x10aa188d0>,<c.teacher object at 0x10aa18908>,8333,,1,LAB,LAB,<c.location object at 0x10aa189e8>,<c.teacher object at 0x10aa18a20>
298,151,8339,,1,SEM,SEM,<c.location object at 0x10aa18be0>,<c.teacher object at 0x10aa18c18>,8340,,1,LAB,LAB,<c.location object at 0x10aa18cf8>,<c.teacher object at 0x10aa18d30>
299,151,11215,,1,SEM,SEM,<c.location object at 0x10aa18e48>,<c.teacher object at 0x10aa18e80>,11216,,1,LAB,LAB,<c.location object at 0x10aa18f60>,<c.teacher object at 0x10aa18f98>
300,152,11041,,1,SEM,SEM,<c.location object at 0x10aa1d0b8>,<c.teacher object at 0x10aa1d0f0>,11042,,1,LAB,LAB,<c.location object at 0x10aa1d1d0>,<c.teacher object at 0x10aa1d208>
301,153,4023,,1,SEM,SEM,<c.location object at 0x10aa1d320>,<c.teacher object at 0x10aa1d358>,,,,,,,
302,154,7761,,1,SEM,SEM,<c.location object at 0x10aa1d4e0>,<c.teacher object at 0x10aa1d518>,8348,,1,LAB,LAB,<c.location object at 0x10aa1d5f8>,<c.teacher object at 0x10aa1d630>
303,155,6671,,1,SEM,SEM,<c.location object at 0x10aa1d780>,<c.teacher object at 0x10aa1d7b8>,6670,,1,LAB,LAB,<c.location object at 0x10aa1d898>,<c.teacher object at 0x10aa1d8d0>
304,156,11219,,1,SEM,SEM,<c.location object at 0x10aa1d9e8>,<c.teacher object at 0x10aa1da20>,,,,,,,
305,157,6653,,1,SEM,SEM,<c.location object at 0x10aa1dba8>,<c.teacher object at 0x10aa1dbe0>,8354,,1,LAB,LAB,<c.location object at 0x10aa1dcc0>,<c.teacher object at 0x10aa1dcf8>
306,158,7809,,1,SEM,SEM,<c.location object at 0x10aa1de10>,<c.teacher object at 0x10aa1de48>,,,,,,,
307,159,6652,,1,SEM,SEM,<c.location object at 0x10aa1f080>,<c.teacher object at 0x10aa1f0b8>,7609,,1,LAB,LAB,<c.location object at 0x10aa1f198>,<c.teacher object at 0x10aa1f1d0>
308,160,11443,,1,SEM,SEM,<c.location object at 0x10aa1f320>,<c.teacher object at 0x10aa1f358>,11444,,1,LAB,LAB,<c.location object at 0x10aa1f438>,<c.teacher object at 0x10aa1f470>
309,161,8334,,1,SEM,SEM,<c.location object at 0x10aa1f550>,<c.teacher object at 0x10aa1f588>,8335,,1,LAB,LAB,<c.location object at 0x10aa1f668>,<c.teacher object at 0x10aa1f6a0>
310,162,8344,,1,SEM,SEM,<c.location object at 0x10aa1f860>,<c.teacher object at 0x10aa1f898>,8345,,1,LAB,LAB,<c.location object at 0x10aa1f978>,<c.teacher object at 0x10aa1f9b0>
311,162,11217,,1,SEM,SEM,<c.location object at 0x10aa1fac8>,<c.teacher object at 0x10aa1fb00>,11218,,1,LAB,LAB,<c.location object at 0x10aa1fbe0>,<c.teacher object at 0x10aa1fc18>
312,163,11039,,1,SEM,SEM,<c.location object at 0x10aa1fcf8>,<c.teacher object at 0x10aa1fd30>,11040,,1,LAB,LAB,<c.location object at 0x10aa1fe10>,<c.teacher object at 0x10aa1fe48>
313,164,4024,,1,SEM,SEM,<c.location object at 0x10aa1ff60>,<c.teacher object at 0x10aa1ff98>,,,,,,,
314,165,7762,,1,SEM,SEM,<c.location object at 0x10aa20160>,<c.teacher object at 0x10aa20198>,8349,,1,LAB,LAB,<c.location object at 0x10aa20278>,<c.teacher object at 0x10aa202b0>
315,166,11220,,1,SEM,SEM,<c.location object at 0x10aa203c8>,<c.teacher object at 0x10aa20400>,,,,,,,
316,167,6654,,1,SEM,SEM,<c.location object at 0x10aa20588>,<c.teacher object at 0x10aa205c0>,8355,,1,LAB,LAB,<c.location object at 0x10aa206a0>,<c.teacher object at 0x10aa206d8>
317,168,7810,,1,SEM,SEM,<c.location object at 0x10aa207f0>,<c.teacher object at 0x10aa20828>,,,,,,,
318,169,5635,,"1,3,180",SUP,SUP,<c.location object at 0x10aa209b0>,<c.teacher object at 0x10aa209e8>,,,,,,,
319,169,6308,,"1,3",SUP,SUP,<c.location object at 0x10aa20b38>,<c.teacher object at 0x10aa20b70>,,,,,,,
320,169,6309,,"1,3",SUP,SUP,<c.location object at 0x10aa20cc0>,<c.teacher object at 0x10aa20cf8>,,,,,,,
321,169,7934,,"1,3",SUP,SUP,<c.location object at 0x10aa20e48>,<c.teacher object at 0x10aa20e80>,,,,,,,
322,169,8679,,,SUP,SUP,<c.location object at 0x10aa20f98>,<c.teacher object at 0x10aa20fd0>,,,,,,,
323,169,9315,,"1,3",SUP,SUP,<c.location object at 0x10aa25160>,<c.teacher object at 0x10aa25198>,,,,,,,
324,169,10747,,"1,3",SUP,SUP,<c.location object at 0x10aa252e8>,<c.teacher object at 0x10aa25320>,,,,,,,
325,170,1193,,"8,180,1",SUP,SUP,<c.location object at 0x10aa254a8>,<c.teacher object at 0x10aa254e0>,,,,,,,
326,170,5634,,"1,3",SUP,SUP,<c.location object at 0x10aa25630>,<c.teacher object at 0x10aa25668>,,,,,,,
327,170,6310,,"1,3,8",SUP,SUP,<c.location object at 0x10aa257b8>,<c.teacher object at 0x10aa257f0>,,,,,,,
328,170,8018,,"1,3,8",SUP,SUP,<c.location object at 0x10aa25940>,<c.teacher object at 0x10aa25978>,,,,,,,
329,170,8680,,,SUP,SUP,<c.location object at 0x10aa25a90>,<c.teacher object at 0x10aa25ac8>,,,,,,,
330,170,10749,,,SUP,SUP,<c.location object at 0x10aa25be0>,<c.teacher object at 0x10aa25c18>,,,,,,,
